id,synset,synonyms,def,instance_count,image_count,frequency,,,,,,
829,poncho.n.01,poncho,a blanket-like cloak with a hole in the center for the head,14,8,r,,,,,,
853,pug.n.01,pug-dog,small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle,13,8,r,,,,,,
883,rib.n.03,rib_(food),cut of meat including one or more ribs,32,8,r,,,,,,
918,sax.n.02,saxophone,a wind instrument with a `J'-shaped form typically made of brass,13,8,r,,,,,,
1016,stirrer.n.02,stirrer,an implement used for stirring,18,8,r,,,,,,
21,armor.n.01,armor|armour,protective covering made of metal and used in combat,23,9,r,,,,,,
172,burrito.n.01,burrito,a flour tortilla folded around a filling,14,9,r,,,,,,
240,chessboard.n.01,chessboard,a checkerboard used to play chess,13,9,r,,,,,,
353,cymbal.n.01,cymbal,a percussion instrument consisting of a concave brass disk,24,9,r,,,,,,
400,drumstick.n.02,drumstick,a stick used for playing a drum,25,9,r,,,,,,
479,funnel.n.02,funnel,a cone-shaped utensil used to channel a substance into a container with a small mouth,9,9,r,,,,,,
482,garbage.n.03,garbage,a receptacle where waste can be discarded,18,9,r,,,,,,
488,gasmask.n.01,gasmask|respirator|gas_helmet,a protective face mask with a filter,12,9,r,,,,,,
538,handcuff.n.01,handcuff,shackle that consists of a metal loop that can be locked around the wrist,10,9,r,,,,,,
599,joystick.n.02,joystick,a control device for computers consisting of a vertical handle that can move freely in two directions,12,9,r,,,,,,
693,mint.n.05,mint_candy,a candy that is flavored with a mint oil,27,9,r,,,,,,
730,octopus.n.02,octopus_(animal),bottom-living cephalopod having a soft oval body with eight long tentacles,17,9,r,,,,,,
754,pantyhose.n.01,pantyhose,a woman's tights consisting of underpants and stockings,11,9,r,,,,,,
941,shawl.n.01,shawl,cloak consisting of an oblong piece of cloth used to cover the head and shoulders,9,9,r,,,,,,
974,smoothie.n.02,smoothie,a thick smooth drink consisting of fresh fruit pureed with ice cream or yoghurt or milk,53,9,r,,,,,,
992,sparkler.n.02,sparkler_(fireworks),a firework that burns slowly and throws out a shower of sparks,12,9,r,,,,,,
1031,sugar_bowl.n.01,sugar_bowl,a dish in which sugar is served,10,9,r,,,,,,
14,apricot.n.02,apricot,downy yellow to rosy-colored fruit resembling a small peach,62,10,r,,,,,,
480,futon.n.01,futon,a pad that is used for sleeping on the floor or on a raised frame,11,10,r,,,,,,
513,gravy_boat.n.01,gravy_boat|gravy_holder,a dish (often boat-shaped) for serving gravy or sauce,10,10,r,,,,,,
610,kitchen_table.n.01,kitchen_table,a table in the kitchen,11,10,r,,,,,,
618,knocker.n.05,knocker_(on_a_door)|doorknocker,a device (usually metal and ornamental) attached by a hinge to a door,10,10,r,,,,,,
634,lawn_mower.n.01,lawn_mower,garden tool for mowing grass on lawns,12,10,r,,,,,,
638,legume.n.02,legume,the fruit or seed of bean or pea plants,333,10,r,,,,,,
672,mascot.n.01,mascot,a person or animal that is adopted by a team or other group as a symbolic figure,10,10,r,,,,,,
678,matchbox.n.01,matchbox,a box for holding matches,11,10,r,,,,,,
702,motor_vehicle.n.01,motor_vehicle|automotive_vehicle,a self-propelled wheeled vehicle that does not run on rails,64,10,r,,,,,,
733,omelet.n.01,omelet|omelette,beaten eggs cooked until just set, may be folded around e.g. ham or cheese or jelly,10,7,r,,,,,
755,papaya.n.02,papaya,large oval melon-like tropical fruit with yellowish flesh,206,10,r,,,,,,
764,parchment.n.01,parchment,a superior paper resembling sheepskin,17,10,r,,,,,,
822,plow.n.01,plow_(farm_equipment)|plough_(farm_equipment),a farm tool having one or more heavy blades to break the soil and cut a furrow prior to sowing,12,10,r,,,,,,
831,pool_table.n.01,pool_table|billiard_table|snooker_table,game equipment consisting of a heavy table on which pool is played,10,10,r,,,,,,
891,roller_skate.n.01,roller_skate,a shoe with pairs of rollers (small hard wheels) fixed to the sole,35,10,r,,,,,,
892,rollerblade.n.01,Rollerblade,an in-line variant of a roller skate,31,10,r,,,,,,
908,salmon.n.03,salmon_(food),flesh of any of various marine or freshwater fish of the family Salmonidae,14,10,r,,,,,,
939,shaver.n.03,shaver_(electric)|electric_shaver|electric_razor,a razor powered by an electric motor,12,10,r,,,,,,
991,space_shuttle.n.01,space_shuttle,a reusable spacecraft with wings for a controlled descent through the Earth's atmosphere,10,10,r,,,,,,
1145,violin.n.01,violin|fiddle,bowed stringed instrument that is the highest member of the violin family,10,10,r,,,,,,
64,bat.n.01,bat_(animal),nocturnal mouselike mammal with forelimbs modified to form membranous wings,47,11,c,,,,,,
356,dartboard.n.01,dartboard,a circular board of wood or cork used as the target in the game of darts,11,11,c,,,,,,
423,elk.n.01,elk|moose,large northern deer with enormous flattened antlers in the male,29,11,c,,,,,,
434,ferry.n.01,ferry|ferryboat,a boat that transports people or vehicles across a body of water and operates on a regular schedule,17,11,c,,,,,,
470,forklift.n.01,forklift,an industrial vehicle with a power operated fork in front that can be inserted under loads to lift and move them,14,11,c,,,,,,
504,golf_club.n.02,golf_club|golf-club,golf equipment used by a golfer to hit a golf ball,14,11,c,,,,,,
533,hamster.n.01,hamster,short-tailed burrowing rodent with large cheek pouches,12,11,c,,,,,,
761,parakeet.n.01,parakeet|parrakeet|parroket|paraquet|paroquet|parroquet,any of numerous small slender long-tailed parrots,46,11,c,,,,,,
842,power_shovel.n.01,power_shovel|excavator|digger,a machine for excavating,16,11,c,,,,,,
930,seahorse.n.02,seahorse,small fish with horse-like heads bent sharply downward and curled tails,23,11,c,,,,,,
933,sewing_machine.n.01,sewing_machine,a textile machine used as a home appliance for sewing,11,11,c,,,,,,
1001,sportswear.n.01,sportswear|athletic_wear|activewear,attire worn for sport or for casual wear,85,11,c,,,,,,
1120,tricycle.n.01,tricycle,a vehicle with three wheels that is moved by foot pedals,15,11,c,,,,,,
1131,turtleneck.n.01,turtleneck_(clothing)|polo-neck,a sweater or jersey with a high close-fitting collar,13,11,c,,,,,,
1166,water_jug.n.01,water_jug,a jug that holds water,23,11,c,,,,,,
1181,whistle.n.03,whistle,a small wind instrument that produces a whistling sound by blowing into it,13,11,c,,,,,,
1189,wine_bucket.n.01,wine_bucket|wine_cooler,a bucket of ice used to chill a bottle of wine,21,11,c,,,,,,
9,amplifier.n.01,amplifier,electronic equipment that increases strength of signals,16,12,c,,,,,,
101,birdbath.n.01,birdbath,an ornamental basin (usually in a garden) for birds to bathe in,12,12,c,,,,,,
314,corset.n.01,corset|girdle,a woman's close-fitting foundation garment,12,12,c,,,,,,
320,crab.n.01,crab_(animal),decapod having eyes on short stalks and a broad flattened shell and pincers,50,12,c,,,,,,
325,crayon.n.01,crayon|wax_crayon,writing or drawing implement made of a colored stick of composition wax,59,12,c,,,,,,
332,crow.n.01,crow,black birds having a raucous call,24,12,c,,,,,,
402,duckling.n.02,duckling,young duck,36,12,c,,,,,,
526,hairpin.n.01,hairpin,a double pronged pin used to hold women's hair in place,20,12,c,,,,,,
607,kilt.n.01,kilt,a knee-length pleated tartan skirt worn by men as part of the traditional dress in the Highlands of northern Scotland,19,12,c,,,,,,
720,newsstand.n.01,newsstand,a stall where newspapers and other periodicals are sold,39,12,c,,,,,,
770,passport.n.02,passport,a document issued by a country to a citizen allowing that person to travel abroad and re-enter the home country,12,12,c,,,,,,
813,pita.n.01,pita_(bread)|pocket_bread,usually small round bread that can open into a pocket for filling,28,12,c,,,,,,
907,salmon.n.01,salmon_(fish),any of various large food and game fishes of northern waters,27,12,c,,,,,,
997,spider.n.01,spider,"predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-spinning organs at the back end of the body",19,12,c,,,,,,
1092,tinsel.n.01,tinsel,a showy decoration that is basically valueless,70,12,c,,,,,,
1137,urn.n.01,urn,a large vase that usually has a pedestal or feet,81,12,c,,,,,,
1199,yacht.n.01,yacht,an expensive vessel propelled by sail or power and used for cruising or racing,50,12,c,,,,,,
168,bullhorn.n.01,bullhorn|megaphone,a portable loudspeaker with built-in microphone and amplifier,15,13,c,,,,,,
211,card.n.02,identity_card,a card certifying the identity of the bearer,16,13,c,,,,,,
339,crutch.n.01,crutch,a wooden or metal staff that fits under the armpit and reaches to the ground,20,13,c,,,,,,
471,freight_car.n.01,freight_car,a railway car that carries freight,121,13,c,,,,,,
472,french_toast.n.01,French_toast,bread slice dipped in egg and milk and fried,41,13,c,,,,,,
531,hammock.n.02,hammock,a hanging bed of canvas or rope netting (usually suspended between two trees),15,13,c,,,,,,
598,jewelry.n.01,jewelry|jewellery,an adornment (as a bracelet or ring or necklace) made of precious metals and set with gems (or imitation gems),51,13,c,,,,,,
717,needle.n.03,needle,a sharp pointed implement (usually metal),61,13,c,,,,,,
791,perfume.n.02,perfume,a toiletry that emits and diffuses a fragrant odor,28,13,c,,,,,,
909,salsa.n.01,salsa,spicy sauce of tomatoes and onions and chili peppers to accompany Mexican foods,22,13,c,,,,,,
934,shaker.n.03,shaker,a container in which something can be shaken,24,13,c,,,,,,
1007,starfish.n.01,starfish|sea_star,echinoderms characterized by five arms extending from a central disk,28,13,c,,,,,,
1132,typewriter.n.01,typewriter,hand-operated character printer for printing written messages one character at a time,14,13,c,,,,,,
121,bobby_pin.n.01,bobby_pin|hairgrip,a flat wire hairpin used to hold bobbed hair in place,43,14,c,,,,,,
180,cabin_car.n.01,cabin_car|caboose,a car on a freight train for use of the train crew, usually the last car on the train,14,12,c,,,,,
224,cast.n.05,cast|plaster_cast|plaster_bandage,bandage consisting of a firm covering that immobilizes broken bones while they heal,15,14,c,,,,,,
279,coatrack.n.01,coatrack|hatrack,a rack with hooks for temporarily holding coats and hats,16,14,c,,,,,,
308,corkscrew.n.01,corkscrew|bottle_screw,a bottle opener that pulls corks,15,14,c,,,,,,
341,cube.n.05,cube|square_block,a block in the (approximate) shape of a cube,189,14,c,,,,,,
600,jump_suit.n.01,jumpsuit,one-piece garment fashioned after a parachutist's uniform,21,14,c,,,,,,
650,lip_balm.n.01,lip_balm,a balm applied to the lips,29,14,c,,,,,,
777,peeler.n.03,peeler_(tool_for_fruit_and_vegetables),a device for peeling vegetables or fruits,18,14,c,,,,,,
884,rifle.n.01,rifle,a shoulder firearm with a long barrel,37,14,c,,,,,,
936,shark.n.01,shark,typically large carnivorous fishes with sharpe teeth,20,14,c,,,,,,
1147,volleyball.n.02,volleyball,an inflated ball used in playing volleyball,33,14,c,,,,,,
1153,walking_stick.n.01,walking_stick,a stick carried in the hand for support in walking,21,14,c,,,,,,
134,bottle_opener.n.01,bottle_opener,an opener for removing caps or corks from bottles,15,15,c,,,,,,
163,bulldog.n.01,bulldog,a thickset short-haired dog with a large head and strong undershot lower jaw,21,15,c,,,,,,
233,chaise_longue.n.01,chaise_longue|chaise|daybed,a long chair, for reclining,15,8,r,,,,,
343,cufflink.n.01,cufflink,jewelry consisting of linked buttons used to fasten the cuffs of a shirt,17,15,c,,,,,,
623,ladybug.n.01,ladybug|ladybeetle|ladybird_beetle,"small round bright-colored and spotted beetle, typically red and black",68,15,c,,,,,,
652,lizard.n.01,lizard,a reptile with usually two pairs of legs and a tapering tail,22,15,c,,,,,,
654,lollipop.n.02,lollipop,hard candy on a stick,59,15,c,,,,,,
660,mail_slot.n.01,mail_slot,a slot (usually in a door) through which mail can be delivered,16,15,c,,,,,,
731,oil_lamp.n.01,oil_lamp|kerosene_lamp|kerosine_lamp,a lamp that burns oil (as kerosine) for light,28,15,c,,,,,,
857,puppy.n.01,puppy,a young dog,57,15,c,,,,,,
902,safety_pin.n.01,safety_pin,a pin in the form of a clasp, has a guard so the point of the pin will not stick the user,15,7,r,,,,,
1159,washbasin.n.01,washbasin|basin_(for_washing)|washbowl|washstand|handbasin,a bathroom sink that is permanently installed and connected to a water supply and drainpipe, where you can wash your hands and face,15,10,r,,,,,
100,bird_feeder.n.01,birdfeeder,an outdoor device that supplies food for wild birds,16,16,c,,,,,,
227,cayenne.n.02,cayenne_(spice)|cayenne_pepper_(spice)|red_pepper_(spice),ground pods and seeds of pungent red peppers of the genus Capsicum,49,16,c,,,,,,
289,colander.n.01,colander|cullender,bowl-shaped strainer, used to wash or drain foods,16,13,c,,,,,
318,cowbell.n.01,cowbell,a bell hung around the neck of cow so that the cow can be easily located,29,16,c,,,,,,
448,fish.n.02,fish_(food),the flesh of fish used as food,96,16,c,,,,,,
525,hairnet.n.01,hairnet,a small net that someone wears over their hair to keep it in place,53,16,c,,,,,,
576,hummingbird.n.01,hummingbird,tiny American bird having brilliant iridescent plumage and long slender bills,18,16,c,,,,,,
590,jam.n.01,jam,preserve of crushed fruit,29,16,c,,,,,,
616,knitting_needle.n.01,knitting_needle,needle consisting of a slender rod with pointed ends, usually used in pairs,16,7,r,,,,,
684,melon.n.01,melon,fruit of the gourd family having a hard rind and sweet juicy flesh,167,16,c,,,,,,
711,musical_instrument.n.01,musical_instrument|instrument_(musical),any of various devices or contrivances that can be used to produce musical tones or sounds,33,16,c,,,,,,
718,nest.n.01,nest,a structure in which animals lay eggs or give birth to their young,20,16,c,,,,,,
834,postcard.n.01,postcard|postal_card|mailing-card,a card for sending messages by post without an envelope,276,16,c,,,,,,
963,skewer.n.01,skewer,a long pin for holding meat in position while it is being roasted,81,16,c,,,,,,
975,snake.n.01,snake|serpent,limbless scaly elongate reptile, some are venomous,16,8,r,,,,,
978,snowmobile.n.01,snowmobile,tracked vehicle for travel on snow having skis in front,23,16,c,,,,,,
1004,squirrel.n.01,squirrel,a kind of arboreal rodent having a long bushy tail,19,16,c,,,,,,
1067,tea_bag.n.01,tea_bag,a measured amount of tea in a bag for an individual serving of tea,42,16,c,,,,,,
1118,trench_coat.n.01,trench_coat,a military style raincoat, belted with deep pockets,16,6,r,,,,,
46,band_aid.n.01,Band_Aid,trade name for an adhesive bandage to cover small cuts or blisters,19,17,c,,,,,,
149,bread-bin.n.01,bread-bin|breadbox,a container used to keep bread or cake in,17,17,c,,,,,,
197,candy_cane.n.01,candy_cane,a hard candy in the shape of a rod (usually with stripes),107,17,c,,,,,,
371,dishrag.n.01,dishrag|dishcloth,a cloth for washing dishes or cleaning in general,32,17,c,,,,,,
476,fruit_juice.n.01,fruit_juice,drink produced by squeezing or crushing fruit,37,17,c,,,,,,
763,parasol.n.01,parasol|sunshade,a handheld collapsible source of shade,45,17,c,,,,,,
765,parka.n.01,parka|anorak,a kind of heavy jacket (`windcheater' is a British term),89,17,c,,,,,,
971,sleeping_bag.n.01,sleeping_bag,large padded bag designed to be slept in outdoors,33,17,c,,,,,,
213,cardigan.n.01,cardigan,knitted jacket that is fastened up the front with buttons or a zipper,22,18,c,,,,,,
243,chili.n.02,chili_(vegetable)|chili_pepper_(vegetable)|chilli_(vegetable)|chilly_(vegetable)|chile_(vegetable),very hot and finely tapering pepper of special pungency,354,18,c,,,,,,
304,cooking_utensil.n.01,cooking_utensil,a kitchen utensil made of material that does not melt easily, used for cooking,18,2,r,,,,,
425,eraser.n.01,eraser,an implement used to erase something,41,18,c,,,,,,
453,flamingo.n.01,flamingo,large pink web-footed bird with down-bent bill,309,18,c,,,,,,
454,flannel.n.01,flannel,a soft light woolen fabric, used for clothing,18,14,c,,,,,
483,garbage_truck.n.01,garbage_truck,a truck for collecting domestic refuse,18,18,c,,,,,,
497,girdle.n.02,cincture|sash|waistband|waistcloth,a band of material around the waist that strengthens a skirt or trousers,56,18,c,,,,,,
520,grocery_bag.n.01,grocery_bag,a sack for holding customer's groceries,46,18,c,,,,,,
721,nightwear.n.01,nightshirt|nightwear|sleepwear|nightclothes,garments designed to be worn in bed,35,18,c,,,,,,
807,pinecone.n.01,pinecone,the seed-producing cone of a pine tree,141,18,c,,,,,,
878,recliner.n.01,recliner|reclining_chair|lounger_(chair),an armchair whose back can be lowered and foot can be raised to allow the sitter to recline in it,28,18,c,,,,,,
879,record_player.n.01,record_player|phonograph_(record_player)|turntable,machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically,22,18,c,,,,,,
940,shaving_cream.n.01,shaving_cream|shaving_soap,toiletry consisting that forms a rich lather for softening the beard before shaving,33,18,c,,,,,,
1113,trail_bike.n.01,dirt_bike,a lightweight motorcycle equipped with rugged tires and suspension for off-road use,47,18,c,,,,,,
157,brownie.n.03,brownie,square or bar of very rich chocolate cake usually with nuts,217,19,c,,,,,,
161,buggy.n.01,horse_buggy,a small lightweight carriage, drawn by a single horse,19,9,r,,,,,
205,cape.n.02,cape,a sleeveless garment like a cloak but shorter,27,19,c,,,,,,
236,chap.n.04,chap,leather leggings without a seat, worn over trousers by cowboys to protect their legs,19,10,r,,,,,
360,dental_floss.n.01,dental_floss|floss,a soft thread for cleaning the spaces between the teeth,20,19,c,,,,,,
391,drawers.n.01,underdrawers|boxers|boxershorts,underpants worn by men,23,19,c,,,,,,
396,drill.n.01,drill,a tool with a sharp rotating point for making holes in hard materials,24,19,c,,,,,,
460,flipper.n.01,flipper_(footwear)|fin_(footwear),a shoe to aid a person in swimming,49,19,c,,,,,,
465,food_processor.n.01,food_processor,"a kitchen appliance for shredding, blending, chopping, or slicing food",22,19,c,,,,,,
505,golfcart.n.01,golfcart,a small motor vehicle in which golfers can ride between shots,25,19,c,,,,,,
946,shield.n.02,shield,armor carried on the arm to intercept blows,41,19,c,,,,,,
74,beanbag.n.01,beanbag,a bag filled with dried beans or similar items, used in games or to sit on,20,16,c,,,,,
564,honey.n.01,honey,a sweet yellow liquid produced by bees,90,20,c,,,,,,
797,phonograph_record.n.01,phonograph_record|phonograph_recording|record_(phonograph_recording),sound recording consisting of a typically black disk with a continuous groove,138,20,c,,,,,,
844,pretzel.n.01,pretzel,glazed and salted cracker typically in the shape of a loose knot,179,20,c,,,,,,
1130,turtle.n.02,turtle,any of various aquatic and land reptiles having a bony shell and flipper-like limbs for swimming,31,20,c,,,,,,
1201,yoke.n.07,yoke_(animal_equipment),gear joining two animals at the neck, NOT egg yolk,20,11,c,,,,,
98,binoculars.n.01,binoculars|field_glasses|opera_glasses,an optical instrument designed for simultaneous use by both eyes,22,21,c,,,,,,
193,can_opener.n.01,can_opener|tin_opener,a device for cutting cans open,22,21,c,,,,,,
403,duct_tape.n.01,duct_tape,a wide silvery adhesive tape,77,21,c,,,,,,
750,palette.n.02,palette|pallet,board that provides a flat surface on which artists mix paints and the range of colors used,68,21,c,,,,,,
825,pocketknife.n.01,pocketknife,a knife with a blade that folds into the handle, suitable for carrying in the pocket,21,18,c,,,,,
1044,sweet_potato.n.02,sweet_potato,the edible tuberous root of the sweet potato vine,137,21,c,,,,,,
1174,webcam.n.01,webcam,a digital camera designed to take digital photographs and transmit them over the internet,27,21,c,,,,,,
1183,wind_chime.n.01,wind_chime,a decorative arrangement of pieces of metal or glass or pottery that hang together loosely so the wind can cause them to tinkle,28,21,c,,,,,,
8,ambulance.n.01,ambulance,a vehicle that takes people to and from hospitals,25,22,c,,,,,,
188,camel.n.01,camel,cud-chewing mammal used as a draft or saddle animal in desert regions,34,22,c,,,,,,
637,lego.n.01,Lego|Lego_set,a child's plastic construction set for making models from blocks,331,22,c,,,,,,
792,persimmon.n.02,persimmon,orange fruit resembling a plum, edible when fully ripe,22,6,r,,,,,
985,sombrero.n.02,sombrero,a straw hat with a tall crown and broad brim, worn in American southwest and in Mexico,22,7,r,,,,,
989,sour_cream.n.01,sour_cream|soured_cream,soured light cream,49,22,c,,,,,,
1039,swab.n.02,mop,cleaning implement consisting of absorbent material fastened to a handle, for cleaning floors,22,22,c,,,,,
248,chocolate_bar.n.01,chocolate_bar,a bar of chocolate candy,179,23,c,,,,,,
462,flute.n.02,flute_glass|champagne_flute,a tall narrow wineglass,86,23,c,,,,,,
489,gazelle.n.01,gazelle,small swift graceful antelope of Africa and Asia having lustrous eyes,82,23,c,,,,,,
742,packet.n.03,packet,a small package or bundle,109,23,c,,,,,,
846,projectile.n.01,projectile_(weapon)|missile,a weapon that is forcibly thrown or projected at a targets,64,23,c,,,,,,
73,bean_curd.n.01,bean_curd|tofu,cheeselike food made of curdled soybean milk,231,24,c,,,,,,
170,bunk_bed.n.01,bunk_bed,beds built one above the other,44,24,c,,,,,,
490,gelatin.n.02,gelatin|jelly,an edible jelly made with gelatin and used as a dessert or salad base or a coating for foods,248,24,c,,,,,,
573,hot_sauce.n.01,hot_sauce,a pungent peppery sauce,70,24,c,,,,,,
581,ice_maker.n.01,ice_maker,an appliance included in some electric refrigerators for making ice cubes,26,24,c,,,,,,
587,iron.n.04,iron_(for_clothing)|smoothing_iron_(for_clothing),home appliance consisting of a flat metal base that is heated and used to smooth cloth,38,24,c,,,,,,
588,ironing_board.n.01,ironing_board,narrow padded board on collapsible supports, used for ironing clothes,24,22,c,,,,,
760,parachute.n.01,parachute,rescue equipment consisting of a device that fills with air and retards your fall,61,24,c,,,,,,
875,reamer.n.01,reamer_(juicer)|juicer|juice_reamer,a squeezer with a conical ridged center that is used for squeezing juice from citrus fruit,26,24,c,,,,,,
1038,sushi.n.01,sushi,rice (with raw fish) wrapped in seaweed,337,24,c,,,,,,
1143,videotape.n.01,videotape,a video recording made on magnetic tape,228,24,c,,,,,,
102,birdcage.n.01,birdcage,a cage in which a bird can be kept,180,25,c,,,,,,
283,coconut.n.02,coconut|cocoanut,large hard-shelled brown oval nut with a fibrous husk,273,25,c,,,,,,
345,cup.n.08,trophy_cup,a metal award or cup-shaped vessel with handles that is awarded as a trophy to a competition winner,80,25,c,,,,,,
365,die.n.01,die|dice,a small cube with 1 to 6 spots on the six faces, used in gambling,25,8,r,,,,,
463,foal.n.01,foal,a young horse,30,25,c,,,,,,
732,olive_oil.n.01,olive_oil,oil from olives,36,25,c,,,,,,
830,pony.n.05,pony,any of various breeds of small gentle horses usually less than five feet high at the shoulder,57,25,c,,,,,,
897,runner.n.08,runner_(carpet),a long narrow carpet,32,25,c,,,,,,
988,soupspoon.n.01,soupspoon,a spoon with a rounded bowl for eating soup,44,25,c,,,,,,
1087,tiara.n.01,tiara,a jeweled headdress worn by women on formal occasions,31,25,c,,,,,,
6,alligator.n.02,alligator|gator,amphibious reptiles related to crocodiles but with shorter broader snouts,39,26,c,,,,,,
280,cock.n.04,cock|rooster,adult male chicken,132,26,c,,,,,,
286,coffeepot.n.01,coffeepot,tall pot in which coffee is brewed,32,26,c,,,,,,
780,pelican.n.01,pelican,large long-winged warm-water seabird having a large bill with a distensible pouch for fish,76,26,c,,,,,,
914,saucepan.n.01,saucepan,a deep pan with a handle, used for stewing or boiling,26,5,r,,,,,
1086,thumbtack.n.01,thumbtack|drawing_pin|pushpin,a tack for attaching papers to a bulletin board or drawing board,224,26,c,,,,,,
1187,windsock.n.01,windsock|air_sock|air-sleeve|wind_sleeve|wind_cone,a truncated cloth cone mounted on a mast/pole, shows wind direction,26,19,c,,,,,
187,camcorder.n.01,camcorder,a portable television camera and videocassette recorder,45,27,c,,,,,,
228,cd_player.n.01,CD_player,electronic equipment for playing compact discs (CDs),37,27,c,,,,,,
264,cleansing_agent.n.01,cleansing_agent|cleanser|cleaner,a preparation used in cleaning something,63,27,c,,,,,,
468,footstool.n.01,footstool|footrest,a low seat or a stool to rest the feet of a seated person,41,27,c,,,,,,
10,anklet.n.03,anklet|ankle_bracelet,an ornament worn around the ankle,39,28,c,,,,,,
135,bouquet.n.01,bouquet,an arrangement of flowers that is usually given as a present,53,28,c,,,,,,
219,cart.n.01,cart,a heavy open wagon usually having two wheels and drawn by an animal,51,28,c,,,,,,
221,cash_register.n.01,cash_register|register_(for_cash_transactions),a cashbox with an adding machine to register transactions,33,28,c,,,,,,
466,football.n.02,football_(American),the inflated oblong ball used in playing American football,35,28,c,,,,,,
485,gargle.n.01,gargle|mouthwash,a medicated solution used for gargling and rinsing the mouth,38,28,c,,,,,,
656,love_seat.n.01,loveseat,small sofa that seats two people,41,28,c,,,,,,
666,mandarin.n.05,mandarin_orange,a somewhat flat reddish-orange loose skinned citrus of China,401,28,c,,,,,,
682,meatball.n.01,meatball,ground meat formed into a ball and fried or simmered in broth,174,28,c,,,,,,
821,pliers.n.01,pliers|plyers,a gripping hand tool with two hinged arms and (usually) serrated jaws,49,28,c,,,,,,
840,pottery.n.01,pottery|clayware,ceramic ware made from clay and baked in a kiln,272,28,c,,,,,,
868,raft.n.01,raft,a flat float (usually made of logs or planks) that can be used for transport or as a platform for swimmers,66,28,c,,,,,,
960,silo.n.01,silo,a cylindrical tower used for storing goods,95,28,c,,,,,,
984,solar_array.n.01,solar_array|solar_battery|solar_panel,electrical device consisting of a large array of connected solar cells,52,28,c,,,,,,
1101,toolbox.n.01,toolbox,a box or chest or cabinet for holding hand tools,39,28,c,,,,,,
5,alcohol.n.01,alcohol|alcoholic_beverage,a liquor or brew containing alcohol as the active agent,207,29,c,,,,,,
340,cub.n.03,cub_(animal),the young of certain carnivorous mammals such as the bear or wolf or lion,55,29,c,,,,,,
443,fire_hose.n.01,fire_hose,a large hose that carries water from a fire hydrant to the site of the fire,67,29,c,,,,,,
874,razorblade.n.01,razorblade,a blade that has very sharp edge,35,29,c,,,,,,
882,rhinoceros.n.01,rhinoceros,massive powerful herbivorous odd-toed ungulate of southeast Asia and Africa having very thick skin and one or two horns on the snout,50,29,c,,,,,,
895,router.n.02,router_(computer_equipment),a device that forwards data packets between computer networks,41,29,c,,,,,,
1062,tape.n.04,tape_measure|measuring_tape,measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths,35,29,c,,,,,,
1063,tapestry.n.02,tapestry,a heavy textile with a woven design, used for curtains and upholstery,29,22,c,,,,,
1081,thermometer.n.01,thermometer,measuring instrument for measuring temperature,33,29,c,,,,,,
1149,waffle.n.01,waffle,pancake batter baked in a waffle iron,61,29,c,,,,,,
55,barrow.n.03,barrow|garden_cart|lawn_cart|wheelbarrow,a cart for carrying small loads, has handles and one or more wheels,30,26,c,,,,,
336,cruise_ship.n.01,cruise_ship|cruise_liner,a passenger ship used commercially for pleasure cruises,35,30,c,,,,,,
519,grizzly.n.01,grizzly|grizzly_bear,powerful brownish-yellow bear of the uplands of western North America,44,30,c,,,,,,
775,peanut_butter.n.01,peanut_butter,a spread made from ground peanuts,50,30,c,,,,,,
1168,water_scooter.n.01,water_scooter|sea_scooter|jet_ski,a motorboat resembling a motor scooter (NOT A SURFBOARD OR WATER SKI),54,30,c,,,,,,
174,business_card.n.01,business_card,a card on which are printed the person's name and business affiliation,84,31,c,,,,,,
260,cigarette_case.n.01,cigarette_case|cigarette_pack,a small flat case for holding cigarettes,35,31,c,,,,,,
273,clothes_hamper.n.01,clothes_hamper|laundry_basket|clothes_basket,a hamper that holds dirty clothes to be washed or wet clothes to be dried,47,31,c,,,,,,
677,mat.n.03,mat_(gym_equipment)|gym_mat,sports equipment consisting of a piece of thick padding on the floor for gymnastics,114,31,c,,,,,,
977,snowman.n.01,snowman,a figure of a person made of packed snow,61,31,c,,,,,,
1032,sugarcane.n.01,sugarcane_(plant),juicy canes whose sap is a source of molasses and commercial sugar, fresh canes are sometimes chewed for the juice,31,2,r,,,,,
1128,turkey.n.04,turkey_(food),flesh of large domesticated fowl usually roasted,120,31,c,,,,,,
1163,water_cooler.n.01,water_cooler,a device for cooling and dispensing drinking water,39,31,c,,,,,,
1176,wedding_ring.n.01,wedding_ring|wedding_band,a ring given to the bride and/or groom at the wedding,49,31,c,,,,,,
249,chocolate_cake.n.01,chocolate_cake,cake containing chocolate,80,32,c,,,,,,
268,clipboard.n.01,clipboard,a small writing board with a clip at the top for holding papers,36,32,c,,,,,,
329,crock.n.03,crock_pot|earthenware_jar,an earthen jar (made of baked clay) or a modern electric crockpot,128,32,c,,,,,,
433,ferris_wheel.n.01,Ferris_wheel,a large wheel with suspended seats that remain upright as the wheel rotates,32,32,c,,,,,,
438,file.n.03,file_cabinet|filing_cabinet,office furniture consisting of a container for keeping papers in order,53,32,c,,,,,,
